STATE/UT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,STATE/UT,Year, LITERACY RATE %   (Male), LITERACY RATE % Female, LITERACY RATE %  Average,Area(km2),Population Male,Population Female,Population Total,Rural,Urban,predicted population increase rate  for next year,predicted literacy increase rate for next year
ANDHRA PRADESH,2001,2602,1555,136,871,0,871,1182,765,417,214,9,629,7220,16751,3051,13700,3001,788,5391,144,872,34947,420,3544,2271,5791,7,7400,34344,130089,ANDHRA PRADESH,2001,70.3,50.4,60.50,191792.00,38286811.00,37440730.00,76210007.00,55401067.00,20808940.00,1.79,1.37
ANDHRA PRADESH,2002,2525,1644,165,1002,0,1002,1302,854,448,197,3,648,7628,19222,3544,15678,2140,1050,6733,155,991,39839,449,3799,2024,7018,0,8691,36385,143610,ANDHRA PRADESH,2002,71.26,51.09,61.33,191792.00,38972144.92,38110919.07,77574166.13,56392746.10,21181420.03,1.74,1.36
ANDHRA PRADESH,2003,2667,1678,147,946,0,946,1485,931,554,176,5,660,9050,23408,4521,18887,2328,1099,7581,318,1049,41545,466,4128,2286,8167,5,8515,39242,156951,ANDHRA PRADESH,2003,72.23,51.79,62.16,191792.00,39650260.24,38774049.06,78923956.62,57373979.88,21549976.73,1.69,1.34
ANDHRA PRADESH,2004,2579,1908,163,1016,0,1016,1526,1030,496,199,2,596,8457,23578,5042,18536,2540,898,7928,175,915,43335,512,3817,2310,8388,2,11452,36460,158756,ANDHRA PRADESH,2004,73.20,52.48,63.00,191792.00,40320349.64,39429330.49,80257771.48,58343600.14,21914171.34,1.62,1.32
ANDHRA PRADESH,2005,2750,1724,111,935,1,934,1612,995,617,250,4,794,7954,23778,5465,18313,2026,948,7909,257,967,42179,443,3595,2508,8696,3,9973,37707,157123,ANDHRA PRADESH,2005,74.17,53.17,63.83,191792.00,40973539.30,40068085.64,81557947.38,59288766.46,22269180.92,1.54,1.31
ANDHRA PRADESH,2006,2766,1860,123,1049,1,1048,2030,1329,701,178,3,679,8304,23510,5313,18197,2916,1007,8363,324,1012,47946,519,4534,2411,9164,0,11489,43722,173909,ANDHRA PRADESH,2006,75.14,53.87,64.66,191792.00,41604531.81,40685134.16,82813939.77,60201813.47,22612126.30,1.54,1.29
ANDHRA PRADESH,2007,2665,1885,135,1070,0,1070,2097,1564,533,170,6,614,7677,24391,6183,18208,1998,869,8103,224,1176,46122,613,4406,3316,11335,0,12629,43586,175087,ANDHRA PRADESH,2007,76.11,54.56,65.50,191792.00,42245241.60,41311685.23,84089274.44,61128921.39,22960353.05,1.43,1.27
ANDHRA PRADESH,2008,2690,1942,165,1257,0,1257,1970,1396,574,110,11,623,8332,25362,7297,18065,1930,990,8393,379,1021,48167,556,4730,3551,10306,0,12861,43929,179275,ANDHRA PRADESH,2008,77.07,55.26,66.33,191792.00,42849348.55,41902442.33,85291751.07,62003064.97,23288686.10,1.40,1.26
ANDHRA PRADESH,2009,2449,1859,134,1188,0,1188,1958,1526,432,102,27,544,7772,24692,7804,16888,2261,904,8528,461,1039,44488,546,5147,3520,11297,0,13438,48087,180441,ANDHRA PRADESH,2009,78.04,55.95,67.17,191792.00,43449239.43,42489076.52,86485835.58,62871107.88,23614727.70,1.39,1.24
ANDHRA PRADESH,2010,2538,1953,155,1362,0,1362,2053,1531,522,134,2,550,8200,26756,7422,19334,2231,1130,9164,186,925,46777,588,4634,4562,12080,0,14085,41373,181438,ANDHRA PRADESH,2010,79.01,56.65,68.00,191792.00,44053183.86,43079674.68,87687988.70,63745016.28,23942972.42,1.37,1.23
ANDHRA PRADESH,2011,2808,2229,171,1442,0,1442,2154,1612,542,126,7,600,8300,28267,8966,19301,2210,1174,9748,224,1021,54452,599,4849,3658,13376,0,13973,38392,189780,ANDHRA PRADESH,2011,79.98,57.34,68.83,191792.00,44656712.48,43669866.22,88889314.14,64618323.00,24270991.14,1.34,1.23
ARUNACHAL PRADESH,2001,83,53,3,33,0,33,83,55,28,22,2,84,248,443,36,407,24,41,30,4,13,466,0,78,3,11,0,0,618,2342,ARUNACHAL PRADESH,2001,63.80,43.50,54.30,83743.00,573951.00,517166.00,1091117.00,870087.00,227881.00,,
ARUNACHAL PRADESH,2002,61,38,6,38,0,38,57,38,19,22,0,96,249,395,51,344,21,23,29,5,20,401,0,68,2,13,0,0,684,2228,ARUNACHAL PRADESH,2002,64.67,44.10,55.04,83743.00,584224.72,526423.27,1110647.99,885661.56,231960.07,,
ARUNACHAL PRADESH,2003,77,20,3,31,0,31,68,51,17,37,0,60,253,370,50,320,7,28,21,7,10,427,0,43,0,14,0,0,585,2061,ARUNACHAL PRADESH,2003,65.55,44.70,55.79,83743.00,594390.23,535583.04,1129973.27,901072.07,235996.18,,
ARUNACHAL PRADESH,2004,67,45,1,42,0,42,65,41,24,30,2,45,215,388,75,313,65,26,34,1,19,429,0,61,0,4,0,0,717,2256,ARUNACHAL PRADESH,2004,66.43,45.29,56.54,83743.00,604435.43,544634.39,1149069.82,916300.19,239984.51,,
ARUNACHAL PRADESH,2005,81,37,5,35,0,35,58,39,19,23,0,77,263,531,119,412,23,36,28,4,13,383,0,67,0,9,0,69,562,2304,ARUNACHAL PRADESH,2005,67.31,45.89,57.29,83743.00,614227.28,553457.47,1167684.75,931144.25,243872.26,,
ARUNACHAL PRADESH,2006,60,33,3,37,0,37,75,51,24,28,0,74,257,451,74,377,6,61,38,9,20,415,1,63,2,14,0,82,565,2294,ARUNACHAL PRADESH,2006,68.19,46.49,58.04,83743.00,623686.38,561980.71,1185667.09,945483.87,247627.89,,
ARUNACHAL PRADESH,2007,68,29,2,48,0,48,68,44,24,16,0,75,240,513,116,397,16,41,33,10,22,375,0,72,1,20,0,82,555,2286,ARUNACHAL PRADESH,2007,69.07,47.09,58.79,83743.00,632916.94,570298.03,1203214.97,959477.03,251292.79,,
ARUNACHAL PRADESH,2008,72,37,2,42,0,42,79,47,32,14,0,79,245,445,60,385,18,43,28,1,10,479,0,72,1,13,0,104,590,2374,ARUNACHAL PRADESH,2008,69.95,47.69,59.53,83743.00,641967.65,578453.29,1220420.94,973197.55,254886.27,,
ARUNACHAL PRADESH,2009,59,33,5,59,0,59,62,28,34,20,0,55,201,381,109,272,52,38,29,8,28,526,0,58,6,13,0,110,619,2362,ARUNACHAL PRADESH,2009,70.83,48.29,60.28,83743.00,650955.20,586551.63,1237506.83,986822.32,258454.68,,
ARUNACHAL PRADESH,2010,75,34,3,47,0,47,67,46,21,15,0,69,211,445,139,306,31,59,91,0,28,439,0,84,1,12,0,106,622,2439,ARUNACHAL PRADESH,2010,71.71,48.89,61.03,83743.00,660003.48,594704.70,1254708.18,1000539.15,262047.20,,
ARUNACHAL PRADESH,2011,65,29,2,42,0,42,93,60,33,13,0,64,183,414,152,262,49,54,74,2,34,379,0,51,0,18,0,98,622,2286,ARUNACHAL PRADESH,2011,72.59,49.49,61.78,83743.00,669045.52,602852.16,1271897.68,1014246.54,265637.25,,
ASSAM,2002,1253,479,55,970,0,970,1595,1276,319,473,18,607,2504,5555,496,5059,3014,558,719,57,438,4764,70,984,7,1694,0,1957,8575,36346,ASSAM,2002,72.28,55.35,64.17,78438.00,14034600.60,13080633.88,27132661.95,23631859.56,3500802.40,,
ASSAM,2003,1191,485,48,1095,0,1095,1628,1351,277,471,26,523,2606,5525,406,5119,3340,611,894,58,677,4952,60,878,6,1808,0,2086,9227,38195,ASSAM,2003,73.26,56.10,65.04,78438.00,14278802.65,13308236.91,27604770.27,24043053.91,3561716.36,,
ASSAM,2004,1214,410,63,1171,0,1171,1906,1552,354,360,31,505,2544,5866,685,5181,3615,586,865,57,379,5911,74,883,11,1945,0,2239,10040,40675,ASSAM,2004,74.24,56.85,65.91,78438.00,14520114.42,13533146.12,28071290.89,24449381.52,3621909.36,,
ASSAM,2005,1194,503,117,1238,0,1238,1751,1456,295,334,22,451,2255,6369,955,5414,2760,487,873,103,423,5906,99,899,19,2206,3,2695,11299,42006,ASSAM,2005,75.22,57.60,66.78,78438.00,14755340.27,13752383.08,28526045.80,24845461.50,3680584.30,,
ASSAM,2006,1207,414,32,1244,0,1244,1825,1544,281,319,12,544,2911,7820,1362,6458,2684,461,905,98,488,5290,105,1290,10,2548,0,3022,10444,43673,ASSAM,2006,76.21,58.36,67.66,78438.00,14982572.51,13964169.78,28965346.90,25228081.61,3737265.29,,
ASSAM,2007,1374,451,109,1437,0,1437,1971,1471,500,299,12,496,2603,7754,1982,5772,2601,653,895,115,380,5175,100,789,10,3000,0,2875,12183,45282,ASSAM,2007,77.19,59.11,68.53,78438.00,15204314.58,14170839.50,29394034.04,25601457.22,3792576.82,,
ASSAM,2008,1426,417,71,1438,0,1438,2239,1789,450,312,74,568,3147,8012,2101,5911,2600,680,996,91,443,6107,103,1272,2,3478,0,2259,17598,53333,ASSAM,2008,78.17,59.86,69.40,78438.00,15421736.28,14373482.50,29814368.73,25967558.06,3846810.67,,
ASSAM,2009,1323,417,35,1631,0,1631,2718,2092,626,251,21,680,3149,7644,1713,5931,1808,802,1098,84,476,6547,170,1342,10,4398,1,2735,17973,55313,ASSAM,2009,79.16,60.62,70.27,78438.00,15637640.59,14574711.26,30231769.89,26331103.87,3900666.02,,
ASSAM,2010,1223,431,46,1721,5,1716,3250,2767,483,248,12,662,3458,7860,2124,5736,2183,992,1371,68,437,5744,175,1400,20,5410,0,2847,22110,61668,ASSAM,2010,80.14,61.37,71.15,78438.00,15855003.80,14777299.74,30651991.49,26697106.21,3954885.28,,
ASSAM,2011,1303,504,48,1700,0,1700,3764,3192,572,305,4,837,3327,8309,585,7724,2328,920,1495,60,506,6306,121,1193,8,5246,2,2915,25513,66714,ASSAM,2011,81.12,62.12,72.02,78438.00,16072217.35,14979748.75,31071923.77,27062856.57,4009067.20,,
BIHAR,2001,3643,3419,250,888,0,888,2159,518,1641,1291,147,2203,3233,9701,1050,8651,8606,946,1659,85,502,7544,859,562,21,1558,83,2406,36667,88432,BIHAR,2001,59.70,33.10,47.00,94163.00,43153964.00,39724832.00,82998509.00,74316709.00,8681800.00,,
BIHAR,2002,3712,3526,396,1040,0,1040,2361,744,1617,1289,141,2288,3188,10145,1131,9014,8675,1215,1811,72,600,8770,927,621,6,1577,38,2497,39145,94040,BIHAR,2002,60.52,33.55,47.64,94163.00,43926419.96,40435906.49,84484182.31,75646978.09,8837204.22,,
BIHAR,2003,3771,3540,298,985,0,985,2427,674,1753,1221,120,2463,2986,10124,1357,8767,8029,1105,1947,92,669,8884,909,688,11,1880,37,2574,37503,92263,BIHAR,2003,61.34,34.01,48.29,94163.00,44690739.66,41139491.27,85954207.08,76963235.51,8990971.57,,
BIHAR,2004,3948,2995,280,1390,1,1389,3413,997,2416,1319,145,2986,3175,11113,2083,9030,9793,1701,2764,57,707,11231,1029,704,13,2679,35,2405,44178,108060,BIHAR,2004,62.16,34.47,48.94,94163.00,45446013.16,41834748.67,87406833.18,78263914.19,9142918.99,,
BIHAR,2005,3471,3307,259,1147,0,1147,2693,929,1764,1212,165,2374,3117,10812,2134,8678,7671,1181,1829,50,760,11939,1014,451,13,1574,74,2680,40057,97850,BIHAR,2005,62.98,34.92,49.58,94163.00,46182238.58,42512471.60,88822823.88,79531789.60,9291034.28,,
BIHAR,2006,3249,3303,326,1232,0,1232,2619,1084,1535,1001,140,2169,3531,11752,2023,9729,8259,1054,2171,97,785,12674,1188,530,53,1689,42,2860,39941,100665,BIHAR,2006,63.81,35.38,50.23,94163.00,46893445.05,43167163.66,90190695.37,80756579.16,9434116.21,,
BIHAR,2007,3034,3113,257,1555,0,1555,2530,1260,1270,686,78,1787,3259,11795,2392,9403,7962,1326,2358,79,865,16288,1172,853,12,1635,56,3789,44931,109420,BIHAR,2007,64.63,35.83,50.88,94163.00,47587468.04,43806037.68,91525517.66,81951776.53,9573741.13,,
BIHAR,2008,3139,2954,386,1302,0,1302,3047,1789,1258,686,60,1592,3414,13206,2675,10531,8099,1352,2741,69,772,16644,1210,999,21,1992,22,4592,54370,122669,BIHAR,2008,65.45,36.29,51.53,94163.00,48267968.83,44432464.02,92834332.56,83123686.94,9710645.63,,
BIHAR,2009,3152,3068,243,929,0,929,3222,1986,1236,654,64,1619,3566,15221,3674,11547,8554,1186,2676,69,685,14746,1295,726,12,2532,31,4516,54165,122931,BIHAR,2009,66.28,36.75,52.18,94163.00,48943720.39,45054518.52,94134013.22,84287418.55,9846594.67,,
BIHAR,2010,3362,2915,344,795,0,795,3674,2569,1105,644,46,1538,3437,15544,4257,11287,8809,1071,3025,52,660,15328,1257,534,16,2271,8,5615,56508,127453,BIHAR,2010,67.10,37.20,52.83,94163.00,49624038.11,45680776.32,95442476.00,85459013.67,9983462.33,,
BIHAR,2011,3198,3327,348,934,1,933,4268,3050,1218,556,105,1381,3629,16292,5041,11251,9768,1741,3776,64,705,19391,1413,790,11,2607,10,5877,55705,135896,BIHAR,2011,67.92,37.66,53.47,94163.00,50303887.43,46306602.96,96750037.92,86629802.16,10120235.77,,
CHANDIGARH,2001,15,10,6,18,0,18,56,50,6,5,0,22,364,1529,494,1035,91,26,155,2,5,95,3,24,15,36,0,6,914,3397,CHANDIGARH,2001,86.10,76.50,81.90,114.00,508224.00,392690.00,900635.00,92120.00,808515.00,,
CHANDIGARH,2002,31,35,7,18,0,18,54,47,7,1,1,26,336,1647,617,1030,78,35,181,5,5,107,1,36,28,56,0,7,1111,3806,CHANDIGARH,2002,87.28,77.55,83.02,114.00,517321.21,399719.15,916756.37,93768.95,822987.42,,
CHANDIGARH,2003,21,15,2,18,0,18,32,28,4,3,1,12,204,1238,552,686,46,32,209,2,4,71,1,11,4,93,0,8,779,2806,CHANDIGARH,2003,88.47,78.60,84.15,114.00,526322.60,406674.26,932707.93,95400.53,837307.40,,
CHANDIGARH,2004,22,19,10,19,0,19,54,43,11,0,2,6,186,1459,653,806,43,23,135,4,0,65,6,20,18,73,0,5,720,2889,CHANDIGARH,2004,89.65,79.66,85.28,114.00,535217.45,413547.06,948470.69,97012.80,851457.89,,
CHANDIGARH,2005,18,15,4,33,0,33,54,45,9,0,2,12,223,1373,579,794,43,41,161,0,1,57,3,31,9,75,0,9,969,3133,CHANDIGARH,2005,90.84,80.71,86.40,114.00,543887.97,420246.52,963835.92,98584.40,865251.51,,
CHANDIGARH,2006,12,21,8,19,0,19,65,57,8,1,3,34,189,1234,529,705,44,59,232,3,5,55,10,20,13,102,0,14,983,3126,CHANDIGARH,2006,92.03,81.76,87.54,114.00,552263.85,426718.32,978678.99,100102.60,878576.39,,
CHANDIGARH,2007,19,26,8,22,0,22,52,46,6,2,0,37,191,1740,853,887,79,38,170,2,9,78,1,32,11,112,0,15,999,3643,CHANDIGARH,2007,93.21,82.82,88.67,114.00,560437.35,433033.75,993163.44,101584.12,891579.32,,
CHANDIGARH,2008,17,28,6,20,0,20,50,42,8,1,4,23,257,1991,1094,897,85,37,213,0,2,73,3,19,2,49,0,11,1040,3931,CHANDIGARH,2008,94.40,83.87,89.79,114.00,568451.61,439226.13,1007365.68,103036.78,904328.90,,
CHANDIGARH,2009,22,18,8,29,0,29,40,36,4,4,3,27,241,1731,1117,614,66,38,193,4,4,63,2,26,2,51,0,7,976,3555,CHANDIGARH,2009,95.59,84.93,90.92,114.00,576409.93,445375.30,1021468.80,104479.29,916989.51,,
CHANDIGARH,2010,21,30,9,31,0,31,38,28,10,5,6,67,236,1481,898,583,65,23,163,3,9,65,5,29,4,41,0,6,1036,3373,CHANDIGARH,2010,96.77,85.98,92.05,114.00,584422.03,451566.01,1035667.21,105931.55,929735.66,,
CHANDIGARH,2011,24,40,6,27,0,27,58,46,12,6,2,68,285,1502,915,587,66,25,255,0,9,45,2,21,12,46,0,7,1036,3542,CHANDIGARH,2011,97.96,87.04,93.18,114.00,592428.61,457752.47,1049855.85,107382.81,942473.04,,
CHHATTISGARH,2002,844,453,24,992,0,992,178,154,24,144,6,326,3731,4302,889,3413,817,96,393,18,235,4484,85,1483,147,653,0,963,17576,37950,CHHATTISGARH,2002,78.46,52.61,65.59,135191.00,10639524.43,10528679.19,21206728.07,16946056.20,4260671.87,,
CHHATTISGARH,2003,776,513,51,898,0,898,177,149,28,140,14,331,3621,4170,922,3248,703,76,412,24,151,3653,79,1481,105,601,0,1158,19315,38449,CHHATTISGARH,2003,79.53,53.33,66.48,135191.00,10824652.15,10711878.20,21575725.14,17240917.58,4334807.56,,
CHHATTISGARH,2004,927,619,25,969,0,969,214,174,40,106,8,363,3720,5014,1316,3698,790,101,424,42,242,3899,71,1661,131,741,0,1717,20143,41927,CHHATTISGARH,2004,80.59,54.04,67.37,135191.00,11007588.77,10892908.95,21940354.90,17532289.09,4408065.81,,
CHHATTISGARH,2005,1013,660,41,990,0,990,246,184,62,204,25,401,3621,5600,1619,3981,893,110,431,73,214,3734,100,1450,132,732,0,2004,20959,43633,CHHATTISGARH,2005,81.66,54.75,68.26,135191.00,11185911.71,11069374.07,22295788.65,17816312.17,4479476.48,,
CHHATTISGARH,2006,1098,825,15,995,0,995,239,178,61,160,24,439,3507,5262,1623,3639,905,137,507,33,262,6722,103,1598,143,717,1,2239,19246,45177,CHHATTISGARH,2006,82.73,55.47,69.15,135191.00,11358174.75,11239842.43,22639143.79,18090683.38,4548460.41,,
CHHATTISGARH,2007,1097,747,26,982,0,982,244,181,63,115,13,427,3632,5381,1814,3567,881,150,467,64,253,6801,100,1549,111,824,0,2476,19505,45845,CHHATTISGARH,2007,83.79,56.19,70.04,135191.00,11526275.74,11406192.10,22974203.12,18358425.49,4615777.63,,
CHHATTISGARH,2008,1169,736,18,978,0,978,273,216,57,124,17,500,4112,6079,2122,3957,1144,169,562,71,302,8565,106,1621,125,897,0,2800,21074,51442,CHHATTISGARH,2008,84.86,56.90,70.93,135191.00,11691101.48,11569300.65,23302734.22,18620950.98,4681783.25,,
CHHATTISGARH,2009,1083,732,19,976,0,976,286,229,57,134,16,554,3975,5792,2181,3611,957,166,682,68,335,9543,128,1598,152,893,0,2735,20546,51370,CHHATTISGARH,2009,85.93,57.62,71.83,135191.00,11854776.90,11731270.86,23628972.50,18881644.29,4747328.21,,
CHHATTISGARH,2010,1065,756,30,1012,0,1012,359,279,80,122,15,552,3711,5805,2139,3666,1092,196,813,59,319,10188,115,1706,182,861,2,2907,23091,54958,CHHATTISGARH,2010,86.99,58.33,72.72,135191.00,12019558.30,11894335.52,23957415.22,19144099.15,4813316.08,,
CHHATTISGARH,2011,1110,747,28,1053,0,1053,472,365,107,68,7,470,3548,5315,2292,3023,934,180,980,65,289,11105,104,1654,174,834,2,2856,25223,57218,CHHATTISGARH,2011,88.06,59.05,73.61,135191.00,12184226.25,12057287.92,24285631.81,19406373.30,4879258.51,,
D & N HAVELI,2001,3,2,0,6,0,6,4,2,2,0,0,2,34,45,15,30,4,13,12,1,1,29,0,7,0,4,0,0,183,350,D & N HAVELI,2001,73.30,43.00,60.00,603.00,121731.00,98720.00,220490.00,170027.00,50463.00,,
D & N HAVELI,2002,11,2,0,4,0,4,9,5,4,3,0,1,38,75,38,37,5,12,10,0,2,29,0,3,0,3,0,0,142,349,D & N HAVELI,2002,74.30,43.59,60.82,603.00,123909.98,100487.09,224436.77,173070.48,51366.29,,
D & N HAVELI,2003,11,5,0,1,0,1,7,4,3,4,0,6,41,61,15,46,17,8,13,2,4,22,0,4,0,2,0,1,129,338,D & N HAVELI,2003,75.31,44.18,61.65,603.00,126066.02,102235.56,228341.97,176081.91,52260.06,,
D & N HAVELI,2004,11,4,0,7,0,7,12,7,5,3,0,2,20,53,20,33,17,12,22,0,2,35,0,5,0,3,0,8,193,409,D & N HAVELI,2004,76.32,44.77,62.48,603.00,128196.53,103963.34,232200.95,179057.69,53143.26,,
D & N HAVELI,2005,7,5,0,5,0,5,13,9,4,3,0,2,25,74,17,57,18,12,10,4,1,33,0,5,0,5,0,17,195,434,D & N HAVELI,2005,77.33,45.36,63.30,603.00,130273.32,105647.55,235962.61,181958.43,54004.18,,
D & N HAVELI,2006,9,0,1,6,0,6,18,14,4,5,0,5,41,61,13,48,8,30,10,1,5,35,1,5,1,5,0,16,172,435,D & N HAVELI,2006,78.34,45.96,64.13,603.00,132279.53,107274.52,239596.43,184760.59,54835.84,,
